"DOY";"Taxa";"Station"
"100027";141;"Mesodinium";"BY31"
"100028";141;"Mesodinium";"BY31"
"100029";141;"Mesodinium";"BY31"
"100030";141;"Mesodinium";"BY31"
"100031";141;"Mesodinium";"BY31"
"100032";141;"Mesodinium";"BY31"
"100033";141;"Mesodinium";"BY31"
"100034";141;"Mesodinium";"BY31"
"100035";141;"Mesodinium";"BY31"
"100036";141;"Mesodinium";"BY31"
"100037";141;"Mesodinium";"BY31"
"100038";142;"Mesodinium";"BY31"
"100039";142;"Mesodinium";"BY31"
"100040";142;"Mesodinium";"BY31"
"100041";142;"Mesodinium";"BY31"
"100042";142;"Mesodinium";"BY31"
"100043";142;"Mesodinium";"BY31"
"100044";142;"Mesodinium";"BY31"
"100045";142;"Mesodinium";"BY31"
"100046";142;"Mesodinium";"BY31"
"100047";142;"Mesodinium";"BY31"
"100048";142;"Mesodinium";"BY31"
"100049";142;"Mesodinium";"BY31"
"100050";142;"Mesodinium";"BY31"
"100051";142;"Mesodinium";"BY31"
"100052";142;"Mesodinium";"BY31"
"100053";142;"Mesodinium";"BY31"
"100054";142;"Mesodinium";"BY31"
"100055";142;"Mesodinium";"BY31"
"100056";142;"Mesodinium";"BY31"
"100057";142;"Mesodinium";"BY31"
"100058";142;"Mesodinium";"BY31"
"100059";142;"Mesodinium";"BY31"
"100060";142;"Mesodinium";"BY31"
"100061";142;"Mesodinium";"BY31"
"100062";143;"Mesodinium";"BY31"
"100063";143;"Mesodinium";"BY31"
"100064";143;"Mesodinium";"BY31"
"100065";143;"Mesodinium";"BY31"
"100066";143;"Mesodinium";"BY31"
"100067";143;"Mesodinium";"BY31"
"100068";143;"Mesodinium";"BY31"
"100069";143;"Mesodinium";"BY31"
"100070";143;"Mesodinium";"BY31"
"100071";143;"Mesodinium";"BY31"
"100072";143;"Mesodinium";"BY31"
"100073";143;"Mesodinium";"BY31"
"100074";143;"Mesodinium";"BY31"
"100075";143;"Mesodinium";"BY31"
"100076";143;"Mesodinium";"BY31"
"100077";143;"Mesodinium";"BY31"
"100078";143;"Mesodinium";"BY31"
"100079";143;"Mesodinium";"BY31"
"100080";143;"Mesodinium";"BY31"
"100081";143;"Mesodinium";"BY31"
"100082";143;"Mesodinium";"BY31"
"100083";143;"Mesodinium";"BY31"
"100084";143;"Mesodinium";"BY31"
"100085";143;"Mesodinium";"BY31"
"100086";144;"Mesodinium";"BY31"
"100087";144;"Mesodinium";"BY31"
"100088";144;"Mesodinium";"BY31"
"100089";144;"Mesodinium";"BY31"
"100090";144;"Mesodinium";"BY31"
"100091";144;"Mesodinium";"BY31"
"100092";144;"Mesodinium";"BY31"
"100093";144;"Mesodinium";"BY31"
"100094";144;"Mesodinium";"BY31"
"100095";144;"Mesodinium";"BY31"
"100096";144;"Mesodinium";"BY31"
"100097";144;"Mesodinium";"BY31"
"100098";144;"Mesodinium";"BY31"
"100099";144;"Mesodinium";"BY31"
"100100";144;"Mesodinium";"BY31"
"100101";144;"Mesodinium";"BY31"
"100102";144;"Mesodinium";"BY31"
"100103";144;"Mesodinium";"BY31"
"100104";144;"Mesodinium";"BY31"
"100105";144;"Mesodinium";"BY31"
"100106";144;"Mesodinium";"BY31"
"100107";144;"Mesodinium";"BY31"
"100108";144;"Mesodinium";"BY31"
"100109";144;"Mesodinium";"BY31"
"100110";145;"Mesodinium";"BY31"
"100111";145;"Mesodinium";"BY31"
"100112";145;"Mesodinium";"BY31"
"100113";145;"Mesodinium";"BY31"
"100114";145;"Mesodinium";"BY31"
"100115";145;"Mesodinium";"BY31"
"100116";145;"Mesodinium";"BY31"
"100117";145;"Mesodinium";"BY31"
"100118";145;"Mesodinium";"BY31"
"100119";145;"Mesodinium";"BY31"
"100120";145;"Mesodinium";"BY31"
"100121";145;"Mesodinium";"BY31"
"100122";145;"Mesodinium";"BY31"
"100123";145;"Mesodinium";"BY31"
"100124";145;"Mesodinium";"BY31"
"100125";145;"Mesodinium";"BY31"
"100126";145;"Mesodinium";"BY31"
"100127";145;"Mesodinium";"BY31"
"100128";145;"Mesodinium";"BY31"
"100129";145;"Mesodinium";"BY31"
"100130";145;"Mesodinium";"BY31"
"100131";145;"Mesodinium";"BY31"
"100132";145;"Mesodinium";"BY31"
"100133";145;"Mesodinium";"BY31"
"100134";146;"Mesodinium";"BY31"
"100135";146;"Mesodinium";"BY31"
"100136";146;"Mesodinium";"BY31"
"100137";146;"Mesodinium";"BY31"
"100138";146;"Mesodinium";"BY31"
"100139";146;"Mesodinium";"BY31"
"100140";146;"Mesodinium";"BY31"
"100141";146;"Mesodinium";"BY31"
"100142";146;"Mesodinium";"BY31"
"100143";146;"Mesodinium";"BY31"
"100144";146;"Mesodinium";"BY31"
"100145";146;"Mesodinium";"BY31"
"100146";146;"Mesodinium";"BY31"
"100147";146;"Mesodinium";"BY31"
"100148";146;"Mesodinium";"BY31"
"100149";146;"Mesodinium";"BY31"
"100150";146;"Mesodinium";"BY31"
"100151";146;"Mesodinium";"BY31"
"100152";146;"Mesodinium";"BY31"
"100153";146;"Mesodinium";"BY31"
"100154";146;"Mesodinium";"BY31"
"100155";146;"Mesodinium";"BY31"
"100156";146;"Mesodinium";"BY31"
"100157";146;"Mesodinium";"BY31"
"100158";147;"Mesodinium";"BY31"
"100159";147;"Mesodinium";"BY31"
"100160";147;"Mesodinium";"BY31"
"100161";147;"Mesodinium";"BY31"
"100162";147;"Mesodinium";"BY31"
"100163";147;"Mesodinium";"BY31"
"100164";147;"Mesodinium";"BY31"
"100165";147;"Mesodinium";"BY31"
"100166";147;"Mesodinium";"BY31"
"100167";147;"Mesodinium";"BY31"
"100168";147;"Mesodinium";"BY31"
"100169";147;"Mesodinium";"BY31"
"100170";147;"Mesodinium";"BY31"
"100171";147;"Mesodinium";"BY31"
"100172";147;"Mesodinium";"BY31"
"100173";147;"Mesodinium";"BY31"
"100174";147;"Mesodinium";"BY31"
"100175";147;"Mesodinium";"BY31"
"100176";147;"Mesodinium";"BY31"
"100177";147;"Mesodinium";"BY31"
"100178";147;"Mesodinium";"BY31"
"100179";147;"Mesodinium";"BY31"
"100180";147;"Mesodinium";"BY31"
"100181";147;"Mesodinium";"BY31"
"100182";148;"Mesodinium";"BY31"
"100183";148;"Mesodinium";"BY31"
"100184";148;"Mesodinium";"BY31"
"100185";148;"Mesodinium";"BY31"
"100186";148;"Mesodinium";"BY31"
"100187";148;"Mesodinium";"BY31"
"100188";148;"Mesodinium";"BY31"
"100189";148;"Mesodinium";"BY31"
"100190";148;"Mesodinium";"BY31"
"100191";148;"Mesodinium";"BY31"
"100192";148;"Mesodinium";"BY31"
"100193";148;"Mesodinium";"BY31"
"100194";148;"Mesodinium";"BY31"
"100195";148;"Mesodinium";"BY31"
"100196";148;"Mesodinium";"BY31"
"100197";148;"Mesodinium";"BY31"
"100198";148;"Mesodinium";"BY31"
"100199";148;"Mesodinium";"BY31"
"100200";148;"Mesodinium";"BY31"
"100201";148;"Mesodinium";"BY31"
"100202";148;"Mesodinium";"BY31"
"100203";148;"Mesodinium";"BY31"
"100204";148;"Mesodinium";"BY31"
"100205";148;"Mesodinium";"BY31"
"100206";149;"Mesodinium";"BY31"
"100207";149;"Mesodinium";"BY31"
"100208";149;"Mesodinium";"BY31"
"100209";149;"Mesodinium";"BY31"
"100210";149;"Mesodinium";"BY31"
"100211";149;"Mesodinium";"BY31"
"100212";149;"Mesodinium";"BY31"
"100213";149;"Mesodinium";"BY31"
"100214";149;"Mesodinium";"BY31"
"100215";149;"Mesodinium";"BY31"
"100216";149;"Mesodinium";"BY31"
"100217";149;"Mesodinium";"BY31"
"100218";149;"Mesodinium";"BY31"
"100219";149;"Mesodinium";"BY31"
"100220";149;"Mesodinium";"BY31"
"100221";149;"Mesodinium";"BY31"
"100222";149;"Mesodinium";"BY31"
"100223";149;"Mesodinium";"BY31"
"100224";149;"Mesodinium";"BY31"
"100225";149;"Mesodinium";"BY31"
"100226";149;"Mesodinium";"BY31"
"100227";149;"Mesodinium";"BY31"
"100228";149;"Mesodinium";"BY31"
"100229";150;"Mesodinium";"BY31"
"100230";150;"Mesodinium";"BY31"
"100231";150;"Mesodinium";"BY31"
"100232";150;"Mesodinium";"BY31"
"100233";150;"Mesodinium";"BY31"
"100234";150;"Mesodinium";"BY31"
"100235";150;"Mesodinium";"BY31"
"100236";150;"Mesodinium";"BY31"
"100237";150;"Mesodinium";"BY31"
"100238";150;"Mesodinium";"BY31"
"100239";150;"Mesodinium";"BY31"
"100240";150;"Mesodinium";"BY31"
"100241";150;"Mesodinium";"BY31"
"100242";150;"Mesodinium";"BY31"
"100243";150;"Mesodinium";"BY31"
"100244";150;"Mesodinium";"BY31"
"100245";150;"Mesodinium";"BY31"
"100246";150;"Mesodinium";"BY31"
"100247";150;"Mesodinium";"BY31"
"100248";150;"Mesodinium";"BY31"
"100249";150;"Mesodinium";"BY31"
"100250";150;"Mesodinium";"BY31"
"100251";150;"Mesodinium";"BY31"
"100252";151;"Mesodinium";"BY31"
"100253";151;"Mesodinium";"BY31"
"100254";151;"Mesodinium";"BY31"
"100255";151;"Mesodinium";"BY31"
"100256";151;"Mesodinium";"BY31"
"100257";151;"Mesodinium";"BY31"
"100258";151;"Mesodinium";"BY31"
"100259";151;"Mesodinium";"BY31"
"100260";151;"Mesodinium";"BY31"
"100261";151;"Mesodinium";"BY31"
"100262";151;"Mesodinium";"BY31"
"100263";151;"Mesodinium";"BY31"
"100264";151;"Mesodinium";"BY31"
"100265";151;"Mesodinium";"BY31"
"100266";151;"Mesodinium";"BY31"
"100267";151;"Mesodinium";"BY31"
"100268";151;"Mesodinium";"BY31"
"100269";151;"Mesodinium";"BY31"
"100270";151;"Mesodinium";"BY31"
"100271";151;"Mesodinium";"BY31"
"100272";151;"Mesodinium";"BY31"
"100273";151;"Mesodinium";"BY31"
"100274";151;"Mesodinium";"BY31"
"100275";152;"Mesodinium";"BY31"
"100276";152;"Mesodinium";"BY31"
"100277";152;"Mesodinium";"BY31"
"100278";152;"Mesodinium";"BY31"
"100279";152;"Mesodinium";"BY31"
"100280";152;"Mesodinium";"BY31"
"100281";152;"Mesodinium";"BY31"
"100282";152;"Mesodinium";"BY31"
"100283";152;"Mesodinium";"BY31"
"100284";152;"Mesodinium";"BY31"
"100285";152;"Mesodinium";"BY31"
"100286";152;"Mesodinium";"BY31"
"100287";152;"Mesodinium";"BY31"
"100288";152;"Mesodinium";"BY31"
"100289";152;"Mesodinium";"BY31"
"100290";152;"Mesodinium";"BY31"
"100291";152;"Mesodinium";"BY31"
"100292";152;"Mesodinium";"BY31"
"100293";152;"Mesodinium";"BY31"
"100294";152;"Mesodinium";"BY31"
"100295";152;"Mesodinium";"BY31"
"100296";152;"Mesodinium";"BY31"
"100297";152;"Mesodinium";"BY31"
"100298";153;"Mesodinium";"BY31"
"100299";153;"Mesodinium";"BY31"
"100300";153;"Mesodinium";"BY31"
"100301";153;"Mesodinium";"BY31"
"100302";153;"Mesodinium";"BY31"
"100303";153;"Mesodinium";"BY31"
"100304";153;"Mesodinium";"BY31"
"100305";153;"Mesodinium";"BY31"
"100306";153;"Mesodinium";"BY31"
"100307";153;"Mesodinium";"BY31"
"100308";153;"Mesodinium";"BY31"
"100309";153;"Mesodinium";"BY31"
"100310";153;"Mesodinium";"BY31"
"100311";153;"Mesodinium";"BY31"
"100312";153;"Mesodinium";"BY31"
"100313";153;"Mesodinium";"BY31"
"100314";153;"Mesodinium";"BY31"
"100315";153;"Mesodinium";"BY31"
"100316";153;"Mesodinium";"BY31"
"100317";153;"Mesodinium";"BY31"
"100318";153;"Mesodinium";"BY31"
"100319";153;"Mesodinium";"BY31"
"100320";153;"Mesodinium";"BY31"
"100321";154;"Mesodinium";"BY31"
"100322";154;"Mesodinium";"BY31"
"100323";154;"Mesodinium";"BY31"
"100324";154;"Mesodinium";"BY31"
"100325";154;"Mesodinium";"BY31"
"100326";154;"Mesodinium";"BY31"
"100327";154;"Mesodinium";"BY31"
"100328";154;"Mesodinium";"BY31"
"100329";154;"Mesodinium";"BY31"
"100330";154;"Mesodinium";"BY31"
"100331";154;"Mesodinium";"BY31"
"100332";154;"Mesodinium";"BY31"
"100333";154;"Mesodinium";"BY31"
"100334";154;"Mesodinium";"BY31"
"100335";154;"Mesodinium";"BY31"
"100336";154;"Mesodinium";"BY31"
"100337";154;"Mesodinium";"BY31"
"100338";154;"Mesodinium";"BY31"
"100339";154;"Mesodinium";"BY31"
"100340";154;"Mesodinium";"BY31"
"100341";154;"Mesodinium";"BY31"
"100342";154;"Mesodinium";"BY31"
"100343";155;"Mesodinium";"BY31"
"100344";155;"Mesodinium";"BY31"
"100345";155;"Mesodinium";"BY31"
"100346";155;"Mesodinium";"BY31"
"100347";155;"Mesodinium";"BY31"
"100348";155;"Mesodinium";"BY31"
"100349";155;"Mesodinium";"BY31"
"100350";155;"Mesodinium";"BY31"
"100351";155;"Mesodinium";"BY31"
"100352";155;"Mesodinium";"BY31"
"100353";155;"Mesodinium";"BY31"
"100354";155;"Mesodinium";"BY31"
"100355";155;"Mesodinium";"BY31"
"100356";155;"Mesodinium";"BY31"
"100357";155;"Mesodinium";"BY31"
"100358";155;"Mesodinium";"BY31"
"100359";155;"Mesodinium";"BY31"
"100360";155;"Mesodinium";"BY31"
"100361";155;"Mesodinium";"BY31"
"100362";155;"Mesodinium";"BY31"
"100363";155;"Mesodinium";"BY31"
"100364";155;"Mesodinium";"BY31"
"100365";156;"Mesodinium";"BY31"
"100366";156;"Mesodinium";"BY31"
"100367";156;"Mesodinium";"BY31"
"100368";156;"Mesodinium";"BY31"
"100369";156;"Mesodinium";"BY31"
"100370";156;"Mesodinium";"BY31"
"100371";156;"Mesodinium";"BY31"
"100372";156;"Mesodinium";"BY31"
"100373";156;"Mesodinium";"BY31"
"100374";156;"Mesodinium";"BY31"
"100375";156;"Mesodinium";"BY31"
"100376";156;"Mesodinium";"BY31"
"100377";156;"Mesodinium";"BY31"
"100378";156;"Mesodinium";"BY31"
"100379";156;"Mesodinium";"BY31"
"100380";156;"Mesodinium";"BY31"
"100381";156;"Mesodinium";"BY31"
"100382";156;"Mesodinium";"BY31"
"100383";156;"Mesodinium";"BY31"
"100384";156;"Mesodinium";"BY31"
"100385";156;"Mesodinium";"BY31"
"100386";157;"Mesodinium";"BY31"
"100387";157;"Mesodinium";"BY31"
"100388";157;"Mesodinium";"BY31"
"100389";157;"Mesodinium";"BY31"
"100390";157;"Mesodinium";"BY31"
"100391";157;"Mesodinium";"BY31"
"100392";157;"Mesodinium";"BY31"
"100393";157;"Mesodinium";"BY31"
"100394";157;"Mesodinium";"BY31"
"100395";157;"Mesodinium";"BY31"
"100396";157;"Mesodinium";"BY31"
"100397";157;"Mesodinium";"BY31"
"100398";157;"Mesodinium";"BY31"
"100399";157;"Mesodinium";"BY31"
"100400";157;"Mesodinium";"BY31"
"100401";157;"Mesodinium";"BY31"
"100402";157;"Mesodinium";"BY31"
"100403";157;"Mesodinium";"BY31"
"100404";157;"Mesodinium";"BY31"
"100405";157;"Mesodinium";"BY31"
"100406";157;"Mesodinium";"BY31"
"100407";158;"Mesodinium";"BY31"
"100408";158;"Mesodinium";"BY31"
"100409";158;"Mesodinium";"BY31"
"100410";158;"Mesodinium";"BY31"
"100411";158;"Mesodinium";"BY31"
"100412";158;"Mesodinium";"BY31"
"100413";158;"Mesodinium";"BY31"
"100414";158;"Mesodinium";"BY31"
"100415";158;"Mesodinium";"BY31"
"100416";158;"Mesodinium";"BY31"
"100417";158;"Mesodinium";"BY31"
"100418";158;"Mesodinium";"BY31"
"100419";158;"Mesodinium";"BY31"
"100420";158;"Mesodinium";"BY31"
"100421";158;"Mesodinium";"BY31"
"100422";158;"Mesodinium";"BY31"
"100423";158;"Mesodinium";"BY31"
"100424";158;"Mesodinium";"BY31"
"100425";158;"Mesodinium";"BY31"
"100426";158;"Mesodinium";"BY31"
"100427";159;"Mesodinium";"BY31"
"100428";159;"Mesodinium";"BY31"
"100429";159;"Mesodinium";"BY31"
"100430";159;"Mesodinium";"BY31"
"100431";159;"Mesodinium";"BY31"
"100432";159;"Mesodinium";"BY31"
"100433";159;"Mesodinium";"BY31"
"100434";159;"Mesodinium";"BY31"
"100435";159;"Mesodinium";"BY31"
"100436";159;"Mesodinium";"BY31"
"100437";159;"Mesodinium";"BY31"
"100438";159;"Mesodinium";"BY31"
"100439";159;"Mesodinium";"BY31"
"100440";159;"Mesodinium";"BY31"
"100441";159;"Mesodinium";"BY31"
"100442";159;"Mesodinium";"BY31"
"100443";159;"Mesodinium";"BY31"
"100444";159;"Mesodinium";"BY31"
"100445";159;"Mesodinium";"BY31"
"100446";159;"Mesodinium";"BY31"
"100447";160;"Mesodinium";"BY31"
"100448";160;"Mesodinium";"BY31"
"100449";160;"Mesodinium";"BY31"
"100450";160;"Mesodinium";"BY31"
"100451";160;"Mesodinium";"BY31"
"100452";160;"Mesodinium";"BY31"
"100453";160;"Mesodinium";"BY31"
"100454";160;"Mesodinium";"BY31"
"100455";160;"Mesodinium";"BY31"
"100456";160;"Mesodinium";"BY31"
"100457";160;"Mesodinium";"BY31"
"100458";160;"Mesodinium";"BY31"
"100459";160;"Mesodinium";"BY31"
"100460";160;"Mesodinium";"BY31"
"100461";160;"Mesodinium";"BY31"
"100462";160;"Mesodinium";"BY31"
"100463";160;"Mesodinium";"BY31"
"100464";160;"Mesodinium";"BY31"
"100465";160;"Mesodinium";"BY31"
"100466";161;"Mesodinium";"BY31"
"100467";161;"Mesodinium";"BY31"
"100468";161;"Mesodinium";"BY31"
"100469";161;"Mesodinium";"BY31"
"100470";161;"Mesodinium";"BY31"
"100471";161;"Mesodinium";"BY31"
"100472";161;"Mesodinium";"BY31"
"100473";161;"Mesodinium";"BY31"
"100474";161;"Mesodinium";"BY31"
"100475";161;"Mesodinium";"BY31"
"100476";161;"Mesodinium";"BY31"
"100477";161;"Mesodinium";"BY31"
"100478";161;"Mesodinium";"BY31"
"100479";161;"Mesodinium";"BY31"
"100480";161;"Mesodinium";"BY31"
"100481";161;"Mesodinium";"BY31"
"100482";161;"Mesodinium";"BY31"
"100483";161;"Mesodinium";"BY31"
"100484";161;"Mesodinium";"BY31"
"100485";162;"Mesodinium";"BY31"
"100486";162;"Mesodinium";"BY31"
"100487";162;"Mesodinium";"BY31"
"100488";162;"Mesodinium";"BY31"
"100489";162;"Mesodinium";"BY31"
"100490";162;"Mesodinium";"BY31"
"100491";162;"Mesodinium";"BY31"
"100492";162;"Mesodinium";"BY31"
"100493";162;"Mesodinium";"BY31"
"100494";162;"Mesodinium";"BY31"
"100495";162;"Mesodinium";"BY31"
"100496";162;"Mesodinium";"BY31"
"100497";162;"Mesodinium";"BY31"
"100498";162;"Mesodinium";"BY31"
"100499";162;"Mesodinium";"BY31"
"100500";162;"Mesodinium";"BY31"
"100501";162;"Mesodinium";"BY31"
"100502";162;"Mesodinium";"BY31"
"100503";163;"Mesodinium";"BY31"
"100504";163;"Mesodinium";"BY31"
"100505";163;"Mesodinium";"BY31"
"100506";163;"Mesodinium";"BY31"
"100507";163;"Mesodinium";"BY31"
"100508";163;"Mesodinium";"BY31"
"100509";163;"Mesodinium";"BY31"
"100510";163;"Mesodinium";"BY31"
"100511";163;"Mesodinium";"BY31"
"100512";163;"Mesodinium";"BY31"
"100513";163;"Mesodinium";"BY31"
"100514";163;"Mesodinium";"BY31"
"100515";163;"Mesodinium";"BY31"
"100516";163;"Mesodinium";"BY31"
"100517";163;"Mesodinium";"BY31"
"100518";163;"Mesodinium";"BY31"
"100519";163;"Mesodinium";"BY31"
"100520";163;"Mesodinium";"BY31"
"100521";164;"Mesodinium";"BY31"
"100522";164;"Mesodinium";"BY31"
"100523";164;"Mesodinium";"BY31"
"100524";164;"Mesodinium";"BY31"
"100525";164;"Mesodinium";"BY31"
"100526";164;"Mesodinium";"BY31"
"100527";164;"Mesodinium";"BY31"
"100528";164;"Mesodinium";"BY31"
"100529";164;"Mesodinium";"BY31"
"100530";164;"Mesodinium";"BY31"
"100531";164;"Mesodinium";"BY31"
"100532";164;"Mesodinium";"BY31"
"100533";164;"Mesodinium";"BY31"
"100534";164;"Mesodinium";"BY31"
"100535";164;"Mesodinium";"BY31"
"100536";164;"Mesodinium";"BY31"
"100537";164;"Mesodinium";"BY31"
"100538";164;"Mesodinium";"BY31"
"100539";165;"Mesodinium";"BY31"
"100540";165;"Mesodinium";"BY31"
"100541";165;"Mesodinium";"BY31"
"100542";165;"Mesodinium";"BY31"
"100543";165;"Mesodinium";"BY31"
"100544";165;"Mesodinium";"BY31"
"100545";165;"Mesodinium";"BY31"
"100546";165;"Mesodinium";"BY31"
"100547";165;"Mesodinium";"BY31"
"100548";165;"Mesodinium";"BY31"
"100549";165;"Mesodinium";"BY31"
"100550";165;"Mesodinium";"BY31"
"100551";165;"Mesodinium";"BY31"
"100552";165;"Mesodinium";"BY31"
"100553";165;"Mesodinium";"BY31"
"100554";165;"Mesodinium";"BY31"
"100555";165;"Mesodinium";"BY31"
"100556";165;"Mesodinium";"BY31"
"100557";166;"Mesodinium";"BY31"
"100558";166;"Mesodinium";"BY31"
"100559";166;"Mesodinium";"BY31"
"100560";166;"Mesodinium";"BY31"
"100561";166;"Mesodinium";"BY31"
"100562";166;"Mesodinium";"BY31"
"100563";166;"Mesodinium";"BY31"
"100564";166;"Mesodinium";"BY31"
"100565";166;"Mesodinium";"BY31"
"100566";166;"Mesodinium";"BY31"
"100567";166;"Mesodinium";"BY31"
"100568";166;"Mesodinium";"BY31"
"100569";166;"Mesodinium";"BY31"
"100570";166;"Mesodinium";"BY31"
"100571";166;"Mesodinium";"BY31"
"100572";166;"Mesodinium";"BY31"
"100573";166;"Mesodinium";"BY31"
"100574";167;"Mesodinium";"BY31"
"100575";167;"Mesodinium";"BY31"
"100576";167;"Mesodinium";"BY31"
"100577";167;"Mesodinium";"BY31"
"100578";167;"Mesodinium";"BY31"
"100579";167;"Mesodinium";"BY31"
"100580";167;"Mesodinium";"BY31"
"100581";167;"Mesodinium";"BY31"
"100582";167;"Mesodinium";"BY31"
"100583";167;"Mesodinium";"BY31"
"100584";167;"Mesodinium";"BY31"
"100585";167;"Mesodinium";"BY31"
"100586";167;"Mesodinium";"BY31"
"100587";167;"Mesodinium";"BY31"
"100588";167;"Mesodinium";"BY31"
"100589";167;"Mesodinium";"BY31"
"100590";167;"Mesodinium";"BY31"
"100591";168;"Mesodinium";"BY31"
"100592";168;"Mesodinium";"BY31"
"100593";168;"Mesodinium";"BY31"
"100594";168;"Mesodinium";"BY31"
"100595";168;"Mesodinium";"BY31"
"100596";168;"Mesodinium";"BY31"
"100597";168;"Mesodinium";"BY31"
"100598";168;"Mesodinium";"BY31"
"100599";168;"Mesodinium";"BY31"
"100600";168;"Mesodinium";"BY31"
"100601";168;"Mesodinium";"BY31"
"100602";168;"Mesodinium";"BY31"
"100603";168;"Mesodinium";"BY31"
"100604";168;"Mesodinium";"BY31"
"100605";168;"Mesodinium";"BY31"
"100606";168;"Mesodinium";"BY31"
"100607";168;"Mesodinium";"BY31"
"100608";169;"Mesodinium";"BY31"
"100609";169;"Mesodinium";"BY31"
"100610";169;"Mesodinium";"BY31"
"100611";169;"Mesodinium";"BY31"
"100612";169;"Mesodinium";"BY31"
"100613";169;"Mesodinium";"BY31"
"100614";169;"Mesodinium";"BY31"
"100615";169;"Mesodinium";"BY31"
"100616";169;"Mesodinium";"BY31"
"100617";169;"Mesodinium";"BY31"
"100618";169;"Mesodinium";"BY31"
"100619";169;"Mesodinium";"BY31"
"100620";169;"Mesodinium";"BY31"
"100621";169;"Mesodinium";"BY31"
"100622";169;"Mesodinium";"BY31"
"100623";169;"Mesodinium";"BY31"
"100624";169;"Mesodinium";"BY31"
"100625";170;"Mesodinium";"BY31"
"100626";170;"Mesodinium";"BY31"
"100627";170;"Mesodinium";"BY31"
"100628";170;"Mesodinium";"BY31"
"100629";170;"Mesodinium";"BY31"
"100630";170;"Mesodinium";"BY31"
"100631";170;"Mesodinium";"BY31"
"100632";170;"Mesodinium";"BY31"
"100633";170;"Mesodinium";"BY31"
"100634";170;"Mesodinium";"BY31"
"100635";170;"Mesodinium";"BY31"
"100636";170;"Mesodinium";"BY31"
"100637";170;"Mesodinium";"BY31"
"100638";170;"Mesodinium";"BY31"
"100639";170;"Mesodinium";"BY31"
"100640";170;"Mesodinium";"BY31"
"100641";170;"Mesodinium";"BY31"
"100642";171;"Mesodinium";"BY31"
"100643";171;"Mesodinium";"BY31"
"100644";171;"Mesodinium";"BY31"
"100645";171;"Mesodinium";"BY31"
"100646";171;"Mesodinium";"BY31"
"100647";171;"Mesodinium";"BY31"
"100648";171;"Mesodinium";"BY31"
"100649";171;"Mesodinium";"BY31"
"100650";171;"Mesodinium";"BY31"
"100651";171;"Mesodinium";"BY31"
"100652";171;"Mesodinium";"BY31"
"100653";171;"Mesodinium";"BY31"
"100654";171;"Mesodinium";"BY31"
"100655";171;"Mesodinium";"BY31"
"100656";171;"Mesodinium";"BY31"
"100657";171;"Mesodinium";"BY31"
"100658";172;"Mesodinium";"BY31"
"100659";172;"Mesodinium";"BY31"
"100660";172;"Mesodinium";"BY31"
"100661";172;"Mesodinium";"BY31"
"100662";172;"Mesodinium";"BY31"
"100663";172;"Mesodinium";"BY31"
"100664";172;"Mesodinium";"BY31"
"100665";172;"Mesodinium";"BY31"
"100666";172;"Mesodinium";"BY31"
"100667";172;"Mesodinium";"BY31"
"100668";172;"Mesodinium";"BY31"
"100669";172;"Mesodinium";"BY31"
"100670";172;"Mesodinium";"BY31"
"100671";172;"Mesodinium";"BY31"
"100672";172;"Mesodinium";"BY31"
"100673";172;"Mesodinium";"BY31"
"100674";173;"Mesodinium";"BY31"
"100675";173;"Mesodinium";"BY31"
"100676";173;"Mesodinium";"BY31"
"100677";173;"Mesodinium";"BY31"
"100678";173;"Mesodinium";"BY31"
"100679";173;"Mesodinium";"BY31"
"100680";173;"Mesodinium";"BY31"
"100681";173;"Mesodinium";"BY31"
"100682";173;"Mesodinium";"BY31"
"100683";173;"Mesodinium";"BY31"
"100684";173;"Mesodinium";"BY31"
"100685";173;"Mesodinium";"BY31"
"100686";173;"Mesodinium";"BY31"
"100687";173;"Mesodinium";"BY31"
"100688";173;"Mesodinium";"BY31"
"100689";173;"Mesodinium";"BY31"
"100690";174;"Mesodinium";"BY31"
"100691";174;"Mesodinium";"BY31"
"100692";174;"Mesodinium";"BY31"
"100693";174;"Mesodinium";"BY31"
"100694";174;"Mesodinium";"BY31"
"100695";174;"Mesodinium";"BY31"
"100696";174;"Mesodinium";"BY31"
"100697";174;"Mesodinium";"BY31"
"100698";174;"Mesodinium";"BY31"
"100699";174;"Mesodinium";"BY31"
"100700";174;"Mesodinium";"BY31"
"100701";174;"Mesodinium";"BY31"
"100702";174;"Mesodinium";"BY31"
"100703";174;"Mesodinium";"BY31"
"100704";174;"Mesodinium";"BY31"
"100705";175;"Mesodinium";"BY31"
"100706";175;"Mesodinium";"BY31"
"100707";175;"Mesodinium";"BY31"
"100708";175;"Mesodinium";"BY31"
"100709";175;"Mesodinium";"BY31"
"100710";175;"Mesodinium";"BY31"
"100711";175;"Mesodinium";"BY31"
"100712";175;"Mesodinium";"BY31"
"100713";175;"Mesodinium";"BY31"
"100714";175;"Mesodinium";"BY31"
"100715";175;"Mesodinium";"BY31"
"100716";175;"Mesodinium";"BY31"
"100717";175;"Mesodinium";"BY31"
"100718";175;"Mesodinium";"BY31"
"100719";175;"Mesodinium";"BY31"
"100720";176;"Mesodinium";"BY31"
"100721";176;"Mesodinium";"BY31"
"100722";176;"Mesodinium";"BY31"
"100723";176;"Mesodinium";"BY31"
"100724";176;"Mesodinium";"BY31"
"100725";176;"Mesodinium";"BY31"
